id,title,date,section,url,html_path,attachments,attachments_count
602515,打印中英文成绩单、证明等,2021-03-17,学生办事指南,https://jwc.jnu.edu.cn/2021/0317/c11805a602515/page.htm,data_cleaning\raw\学生办事指南\html\602515.html,,0
602511,全日制本科学生学位证书遗失补办,2021-03-17,学生办事指南,https://jwc.jnu.edu.cn/2021/0317/c11805a602511/page.htm,data_cleaning\raw\学生办事指南\html\602511.html,,0
602509,全日制本科学生毕业证书遗失补办,2021-03-17,学生办事指南,https://jwc.jnu.edu.cn/2021/0317/c11805a602509/page.htm,data_cleaning\raw\学生办事指南\html\602509.html,,0
310288,本科生毕业实习工作流程,2019-04-19,学生办事指南,https://jwc.jnu.edu.cn/2019/0419/c11805a310288/page.htm,data_cleaning\raw\学生办事指南\html\310288.html,,0
310286,学生选课流程,2019-04-19,学生办事指南,https://jwc.jnu.edu.cn/2019/0419/c11805a310286/page.htm,data_cleaning\raw\学生办事指南\html\310286.html,,0
310100,办理退学流程,2019-04-18,学生办事指南,https://jwc.jnu.edu.cn/2019/0418/c11805a310100/page.htm,data_cleaning\raw\学生办事指南\html\310100.html,,0
310075,办理复学流程,2019-04-18,学生办事指南,https://jwc.jnu.edu.cn/2019/0418/c11805a310075/page.htm,data_cleaning\raw\学生办事指南\html\310075.html,,0
310056,办理休学流程,2019-04-18,学生办事指南,https://jwc.jnu.edu.cn/2019/0418/c11805a310056/page.htm,data_cleaning\raw\学生办事指南\html\310056.html,,0
310048,在校全日制本科生遗失学生证补办,2019-04-18,学生办事指南,https://jwc.jnu.edu.cn/2019/0418/c11805a310048/page.htm,data_cleaning\raw\学生办事指南\html\310048.html,,0
